space,observed_max_h1,z_gaussian,p_gaussian,z_permutation,p_permutation,cv_auc_tumor_normal
Full PCA50 (class-mean intact),4.683273677065348,39.27155832613541,0.0033222591362126247,5.004876898941191,0.0033222591362126247,1.0
Class-mean-residualized PCA50,4.409938425199396,36.46432622215374,0.0033222591362126247,4.197103328190901,0.0033222591362126247,0.23636363636363636
