condition,n_samples,observed_max_H1,z_vs_gaussian,p_vs_gaussian,z_vs_permutation,p_vs_permutation
mixed,116,8.326534271240234,58.72902319649122,0.001996007984031936,47.54236180917223,0.0004997501249375312
tumor,58,4.595977783203125,24.989079671773744,0.001996007984031936,20.59640187414277,0.001996007984031936
normal,58,2.7787017822265625,12.81121700159106,0.001996007984031936,11.184638254718468,0.001996007984031936
