stratum_quartile,n_samples,observed_max_H1,null_mean,null_sd,z_score,p_value,p_BH,reject_at_0.05_BH
0,15,0.3670768737792969,0.5397203445434571,0.23494427552870997,-0.7348273133092929,0.782435129740519,0.782435129740519,False
1,15,1.5243682861328125,0.5469610748291016,0.24597732618899032,3.973566289409721,0.003992015968063872,0.005322687957418496,True
2,14,2.675506591796875,0.5146847381591797,0.24520086483256975,8.812456086209838,0.001996007984031936,0.003992015968063872,True
3,14,1.358734130859375,0.4953663864135742,0.25227828939386254,3.422283171969236,0.001996007984031936,0.003992015968063872,True
