quartile,n,observed_max_h1,gauss_null_mean,gauss_null_sd,z_gaussian,p_gaussian
Q1,28,1.9513422121015225,0.7486552195621511,0.20161415433373,5.965290465413331,0.0033222591362126247
Q2,27,1.6807652961720336,0.7451981005005721,0.20327635704867816,4.602439797990984,0.0033222591362126247
Q3,27,2.001529345348544,0.7478412593728511,0.20310579089174746,6.17258661346535,0.0033222591362126247
Q4,28,3.0325867918133227,0.7493481455264824,0.20214966664631132,11.294793032143263,0.0033222591362126247
