stratum_quartile,n_samples,observed_max_H1,null_mean,null_sd,z_score,p_value
0,50,2.2576866149902344,0.8648448308308919,0.15801689174244185,8.81451197274271,0.0033222591362126247
1,49,4.2172698974609375,0.8367377726236979,0.16138551045033608,20.946937029254226,0.0033222591362126247
2,50,5.39111328125,0.8411287434895833,0.16027551514924462,28.388519191615657,0.0033222591362126247
3,50,2.6655044555664062,0.829947001139323,0.15741598218271086,11.660553324862361,0.0033222591362126247
