corner,hvg_alone_effect,pc_alone_effect,additive_prediction,observed_joint,interaction_term,interaction_over_sigma
HVG500_PC10,-1.9525699615478516,1.7108592987060547,-0.24171066284179688,0.5785627365112305,0.8202733993530273,0.5582366964841435
HVG500_PC100,-1.9525699615478516,-0.9296760559082031,-2.8822460174560547,-1.5007457733154297,1.381500244140625,0.9401793756683693
HVG4000_PC10,0.7399406433105469,1.7108592987060547,2.4507999420166016,4.868471145629883,2.4176712036132812,1.6453450605059416
HVG4000_PC100,0.7399406433105469,-0.9296760559082031,-0.18973541259765625,1.6611747741699219,1.8509101867675781,1.2596361029931387
